id,strategy,seed_prompt
seed-0279,cross_locale,locale:it|niche:apex|sample:it-tencent-cloud-deal-stack-builders|query:find articles in it about apex
seed-0280,single_entity,entity:zh-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0281,single_entity,entity:es-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack para Creadores|niche:apex|type:article
seed-0282,entity_pair,relation:related_to|src:Premiers Pas avec Magica|dst:Magica Free Trial
seed-0283,graph_traversal,traversal:Mcp → Construire des Serveurs MCP avec Magica → Magica → Construindo Servidores MCP com Magica|hops:4|nodes:4
seed-0284,entity_pair,relation:related_to|src:使用Magica构建MCP服务器|dst:Mcp
seed-0285,entity_pair,relation:related_to|src:Primeros Pasos con Magica|dst:Magica
seed-0286,entity_pair,relation:related_to|src:Building MCP Servers with Magica|dst:Magica
seed-0287,entity_pair,relation:related_to|src:MCP-Server mit Magica erstellen|dst:Api
seed-0288,single_entity,entity:product-magica-free-trial|label:Magica Free Trial|niche:apex|type:product
seed-0289,single_entity,entity:product-magica-free-trial|label:Magica Free Trial|niche:apex|type:product
seed-0290,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Tencent Cloud Deal Stack for Builders
seed-0291,cross_locale,locale:de|niche:apex|sample:de-magica-overview|query:find articles in de about apex
seed-0292,entity_pair,relation:related_to|src:Magica: AIコマンドセンター|dst:MagicaでMCPサーバーを構築する
seed-0293,single_entity,entity:es-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack para Creadores|niche:apex|type:article
seed-0294,single_entity,entity:category-builders|label:Builders|niche:apex|type:category
seed-0295,single_entity,entity:category-cloud|label:Cloud|niche:apex|type:category
seed-0296,single_entity,entity:de-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0297,entity_pair,relation:related_to|src:Magica: Das KI-Kommandozentrum|dst:Multi Model
seed-0298,single_entity,entity:it-magica-mcp-server|label:Costruire Server MCP con Magica|niche:apex|type:article
seed-0299,entity_pair,relation:related_to|src:Magica: Il Centro di Comando AI|dst:Magica
seed-0300,single_entity,entity:pt-magica-quickstart|label:Primeiros Passos com Magica|niche:apex|type:article
seed-0301,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack: Cloud Barata para Builders|dst:Tencent Cloud
seed-0302,entity_pair,relation:related_to|src:Magica: AIコマンドセンター|dst:Magica：AI指挥中心
seed-0303,single_entity,entity:pt-magica-quickstart|label:Primeiros Passos com Magica|niche:apex|type:article
seed-0304,single_entity,entity:it-magica-mcp-server|label:Costruire Server MCP con Magica|niche:apex|type:article
seed-0305,single_entity,entity:category-builders|label:Builders|niche:apex|type:category
seed-0306,single_entity,entity:en-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0307,entity_pair,relation:related_to|src:MagicaでMCPサーバーを構築する|dst:Development
seed-0308,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0309,entity_pair,relation:related_to|src:Primi Passi con Magica|dst:Magica 入門
seed-0310,entity_pair,relation:related_to|src:MagicaでMCPサーバーを構築する|dst:Development
seed-0311,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Tencent Cloud Deal Stack for Builders
seed-0312,entity_pair,relation:related_to|src:MCP-Server mit Magica erstellen|dst:Mcp
seed-0313,single_entity,entity:it-magica-overview|label:Magica: Il Centro di Comando AI|niche:apex|type:article
seed-0314,single_entity,entity:category-ai-workflows|label:Ai Workflows|niche:apex|type:category
seed-0315,entity_pair,relation:related_to|src:Magica 快速入门|dst:Magica Official Site
seed-0316,cross_locale,locale:pt|niche:apex|sample:pt-cnt_tecent_vm_benefits_2026_05|query:find articles in pt about apex
seed-0317,single_entity,entity:en-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0318,single_entity,entity:de-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0319,cross_locale,locale:pt|niche:apex|sample:pt-cnt_tecent_vm_benefits_2026_05|query:find articles in pt about apex
seed-0320,entity_pair,relation:related_to|src:面向开发者的腾讯云交易堆栈|dst:Tencent Cloud
seed-0321,cross_locale,locale:de|niche:apex|sample:de-tencent-cloud-deal-stack-builders|query:find articles in de about apex
seed-0322,cross_locale,locale:pt|niche:apex|sample:pt-magica-overview|query:find articles in pt about apex
seed-0323,single_entity,entity:category-builders|label:Builders|niche:apex|type:category
seed-0324,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack: Cloud Barata para Builders|dst:Tencent Cloud Deal Stack para Creadores
seed-0325,single_entity,entity:product-magica-official-site|label:Magica Official Site|niche:apex|type:product
seed-0326,graph_traversal,traversal:Tencent Cloud Deal Stack per Creator → Lighthouse Overview → Tencent Cloud Deal Stack for Builders → Tencent Cloud|hops:4|nodes:4
seed-0327,cross_locale,locale:zh|niche:apex|sample:zh-magica-quickstart|query:find articles in zh about apex
seed-0328,cross_locale,locale:es|niche:apex|sample:es-tencent-cloud-deal-stack-builders|query:find articles in es about apex
seed-0329,single_entity,entity:zh-magica-overview|label:Magica：AI指挥中心|niche:apex|type:article
seed-0330,cross_locale,locale:de|niche:apex|sample:de-tencent-cloud-deal-stack-builders|query:find articles in de about apex
seed-0331,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0332,cross_locale,locale:zh|niche:apex|sample:zh-magica-mcp-server|query:find articles in zh about apex
seed-0333,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0334,single_entity,entity:ja-magica-quickstart|label:Magica 入門|niche:apex|type:article
seed-0335,single_entity,entity:zh-magica-mcp-server|label:使用Magica构建MCP服务器|niche:apex|type:article
seed-0336,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0337,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0338,single_entity,entity:product-tencent-cloud-free-tier|label:Tencent Cloud Free Tier|niche:apex|type:product
seed-0339,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0340,entity_pair,relation:related_to|src:MagicaでMCPサーバーを構築する|dst:Api
seed-0341,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0342,single_entity,entity:es-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack para Creadores|niche:apex|type:article
seed-0343,single_entity,entity:es-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack para Creadores|niche:apex|type:article
seed-0344,single_entity,entity:en-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0345,single_entity,entity:category-infrastructure|label:Infrastructure|niche:apex|type:category
seed-0346,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0347,single_entity,entity:de-magica-mcp-server|label:MCP-Server mit Magica erstellen|niche:apex|type:article
seed-0348,cross_locale,locale:de|niche:apex|sample:de-cnt_tecent_vm_benefits_2026_05|query:find articles in de about apex
seed-0349,single_entity,entity:pt-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack: Cloud Barata para Builders|niche:apex|type:article
seed-0350,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack para Creadores|dst:Tencent Cloud Promotions
seed-0351,cross_locale,locale:ja|niche:apex|sample:ja-cnt_tecent_vm_benefits_2026_05|query:find articles in ja about apex
seed-0352,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0353,cross_locale,locale:de|niche:apex|sample:de-magica-quickstart|query:find articles in de about apex
seed-0354,cross_locale,locale:zh|niche:apex|sample:zh-magica-overview|query:find articles in zh about apex
seed-0355,single_entity,entity:ja-magica-mcp-server|label:MagicaでMCPサーバーを構築する|niche:apex|type:article
seed-0356,graph_traversal,traversal:Magica → Premiers Pas avec Magica → Magica: Le Centre de Commandement IA → Tencent Cloud Deal Stack pour Builders|hops:4|nodes:4
seed-0357,single_entity,entity:category-productivity|label:Productivity|niche:apex|type:category
seed-0358,entity_pair,relation:related_to|src:Costruire Server MCP con Magica|dst:MCP
seed-0359,entity_pair,relation:related_to|src:Magica: O Centro de Comando de IA|dst:Productivity
seed-0360,single_entity,entity:it-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack per Creator|niche:apex|type:article
seed-0361,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0362,single_entity,entity:brand-magica|label:Magica|niche:apex|type:brand
seed-0363,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0364,graph_traversal,traversal:Magica: Le Centre de Commandement IA → Ai Platform → Magica: AIコマンドセンター|hops:3|nodes:3
seed-0365,single_entity,entity:category-multi-model|label:Multi Model|niche:apex|type:category
seed-0366,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0367,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0368,single_entity,entity:it-magica-mcp-server|label:Costruire Server MCP con Magica|niche:apex|type:article
seed-0369,cross_locale,locale:it|niche:apex|sample:it-magica-quickstart|query:find articles in it about apex
seed-0370,cross_locale,locale:zh|niche:apex|sample:zh-magica-overview|query:find articles in zh about apex
seed-0371,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0372,graph_traversal,traversal:Magica: Il Centro di Comando AI → Tencent Cloud Deal Stack for Builders → Cloud → Tencent Cloud Deal Stack per Creator|hops:4|nodes:4
seed-0373,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0374,single_entity,entity:product-tencent-cloud-free-tier|label:Tencent Cloud Free Tier|niche:apex|type:product
seed-0375,single_entity,entity:product-lighthouse-overview|label:Lighthouse Overview|niche:apex|type:product
seed-0376,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0377,entity_pair,relation:related_to|src:Primeiros Passos com Magica|dst:Tencent Cloud Deal Stack: Cloud Barata para Builders
seed-0378,single_entity,entity:it-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0379,graph_traversal,traversal:Ai Platform → Magica: Das KI-Kommandozentrum → Multi Model|hops:3|nodes:3
seed-0380,single_entity,entity:ja-magica-overview|label:Magica: AIコマンドセンター|niche:apex|type:article
seed-0381,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0382,entity_pair,relation:related_to|src:Primeros Pasos con Magica|dst:Erste Schritte mit Magica
seed-0383,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0384,entity_pair,relation:related_to|src:MagicaでMCPサーバーを構築する|dst:Magica
seed-0385,entity_pair,relation:related_to|src:Magica: Il Centro di Comando AI|dst:Magica
seed-0386,entity_pair,relation:related_to|src:Magica: El Centro de Comando de IA|dst:Ai Platform
seed-0387,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack pour Builders|dst:Tencent Cloud
seed-0388,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack für Entwickler|dst:Builders
seed-0389,single_entity,entity:pt-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack: Cloud Barata para Builders|niche:apex|type:article
seed-0390,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0391,single_entity,entity:it-magica-overview|label:Magica: Il Centro di Comando AI|niche:apex|type:article
seed-0392,entity_pair,relation:related_to|src:Getting Started with Magica|dst:Magica
seed-0393,graph_traversal,traversal:Primeiros Passos com Magica → Construindo Servidores MCP com Magica → Costruire Server MCP con Magica|hops:3|nodes:3
seed-0394,graph_traversal,traversal:Quickstart → Getting Started with Magica → Magica → Magica: The AI Command Center|hops:4|nodes:4
seed-0395,single_entity,entity:pt-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack: Cloud Barata para Builders|niche:apex|type:article
seed-0396,single_entity,entity:product-magica-official-site|label:Magica Official Site|niche:apex|type:product
seed-0397,single_entity,entity:de-magica-overview|label:Magica: Das KI-Kommandozentrum|niche:apex|type:article
seed-0398,entity_pair,relation:related_to|src:Primeiros Passos com Magica|dst:Magica
seed-0399,graph_traversal,traversal:Api → Construyendo Servidores MCP con Magica → Mcp → MCP-Server mit Magica erstellen|hops:4|nodes:4
seed-0400,graph_traversal,traversal:Lighthouse Overview → Tencent Cloud Deal Stack: Cloud Barata para Builders → Tencent Cloud Deal Stack para Creadores → Tencent Cloud Deal Stack para Creadores|hops:4|nodes:4
seed-0401,single_entity,entity:en-magica-mcp-server|label:Building MCP Servers with Magica|niche:apex|type:article
seed-0402,single_entity,entity:it-magica-mcp-server|label:Costruire Server MCP con Magica|niche:apex|type:article
seed-0403,single_entity,entity:fr-magica-quickstart|label:Premiers Pas avec Magica|niche:apex|type:article
seed-0404,entity_pair,relation:related_to|src:Construire des Serveurs MCP avec Magica|dst:使用Magica构建MCP服务器
seed-0405,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0406,single_entity,entity:fr-magica-quickstart|label:Premiers Pas avec Magica|niche:apex|type:article
seed-0407,graph_traversal,traversal:Tencent Cloud Deal Stack for Builders → Tencent Cloud Deal Stack for Builders → Cloud|hops:3|nodes:3
seed-0408,entity_pair,relation:related_to|src:Magica: O Centro de Comando de IA|dst:Magica Official Site
seed-0409,entity_pair,relation:related_to|src:Erste Schritte mit Magica|dst:Tutorial
seed-0410,single_entity,entity:product-tencent-cloud-promotions|label:Tencent Cloud Promotions|niche:apex|type:product
seed-0411,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0412,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0413,single_entity,entity:category-tutorial|label:Tutorial|niche:apex|type:category
seed-0414,graph_traversal,traversal:Tencent Cloud Deal Stack for Builders → Tencent Cloud Deal Stack for Builders → Tencent Cloud Deal Stack: Cloud Barata para Builders|hops:3|nodes:3
seed-0415,graph_traversal,traversal:Mcp → 使用Magica构建MCP服务器 → 面向开发者的腾讯云交易堆栈 → Tencent Cloud Deal Stack per Creator|hops:4|nodes:4
seed-0416,graph_traversal,traversal:Magica 快速入门 → 使用Magica构建MCP服务器 → Costruire Server MCP con Magica|hops:3|nodes:3
seed-0417,single_entity,entity:category-development|label:Development|niche:apex|type:category
seed-0418,entity_pair,relation:related_to|src:Magica: Il Centro di Comando AI|dst:Magica
seed-0419,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0420,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0421,cross_locale,locale:zh|niche:apex|sample:zh-tencent-cloud-deal-stack-builders|query:find articles in zh about apex
seed-0422,cross_locale,locale:it|niche:apex|sample:it-tencent-cloud-deal-stack-builders|query:find articles in it about apex
seed-0423,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack pour Builders|dst:面向开发者的腾讯云交易堆栈
seed-0424,cross_locale,locale:fr|niche:apex|sample:fr-magica-overview|query:find articles in fr about apex
seed-0425,cross_locale,locale:ja|niche:apex|sample:ja-magica-overview|query:find articles in ja about apex
seed-0426,entity_pair,relation:related_to|src:Getting Started with Magica|dst:Magica Free Trial
seed-0427,entity_pair,relation:related_to|src:Getting Started with Magica|dst:Magica
seed-0428,cross_locale,locale:zh|niche:apex|sample:zh-magica-mcp-server|query:find articles in zh about apex
seed-0429,single_entity,entity:fr-magica-quickstart|label:Premiers Pas avec Magica|niche:apex|type:article
seed-0430,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0431,graph_traversal,traversal:Tencent Cloud Deal Stack for Builders → Tencent Cloud Deal Stack pour Builders → Tencent Cloud Deal Stack for Builders → Getting Started with Magica|hops:4|nodes:4
seed-0432,single_entity,entity:ja-magica-overview|label:Magica: AIコマンドセンター|niche:apex|type:article
seed-0433,single_entity,entity:pt-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack: Cloud Barata para Builders|niche:apex|type:article
seed-0434,cross_locale,locale:zh|niche:apex|sample:zh-magica-quickstart|query:find articles in zh about apex
seed-0435,single_entity,entity:category-productivity|label:Productivity|niche:apex|type:category
seed-0436,single_entity,entity:category-ai-platform|label:Ai Platform|niche:apex|type:category
seed-0437,single_entity,entity:it-magica-quickstart|label:Primi Passi con Magica|niche:apex|type:article
seed-0438,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0439,entity_pair,relation:related_to|src:Magica: Das KI-Kommandozentrum|dst:Magica Official Site
seed-0440,graph_traversal,traversal:Magica: Das KI-Kommandozentrum → Magica → Construindo Servidores MCP com Magica|hops:3|nodes:3
seed-0441,single_entity,entity:category-development|label:Development|niche:apex|type:category
seed-0442,single_entity,entity:en-magica-mcp-server|label:Building MCP Servers with Magica|niche:apex|type:article
seed-0443,single_entity,entity:zh-tencent-cloud-deal-stack-builders|label:面向开发者的腾讯云交易堆栈|niche:apex|type:article
seed-0444,cross_locale,locale:ja|niche:apex|sample:ja-magica-quickstart|query:find articles in ja about apex
seed-0445,single_entity,entity:it-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack per Creator|niche:apex|type:article
seed-0446,single_entity,entity:de-magica-overview|label:Magica: Das KI-Kommandozentrum|niche:apex|type:article
seed-0447,entity_pair,relation:related_to|src:Getting Started with Magica|dst:Erste Schritte mit Magica
seed-0448,single_entity,entity:es-magica-quickstart|label:Primeros Pasos con Magica|niche:apex|type:article
seed-0449,graph_traversal,traversal:Tencent Cloud Deal Stack for Builders → Tencent Cloud → Tencent Cloud Deal Stack for Builders → Infrastructure|hops:4|nodes:4
seed-0450,cross_locale,locale:zh|niche:apex|sample:zh-magica-quickstart|query:find articles in zh about apex
seed-0451,single_entity,entity:es-magica-mcp-server|label:Construyendo Servidores MCP con Magica|niche:apex|type:article
seed-0452,graph_traversal,traversal:Construindo Servidores MCP com Magica → Tencent Cloud Deal Stack: Cloud Barata para Builders → Tencent Cloud Deal Stack para Creadores|hops:3|nodes:3
seed-0453,entity_pair,relation:related_to|src:ビルダーのためのTencent Cloudディールスタック|dst:面向开发者的腾讯云交易堆栈
seed-0454,entity_pair,relation:related_to|src:Primeros Pasos con Magica|dst:Magica
seed-0455,single_entity,entity:product-magica-official-site|label:Magica Official Site|niche:apex|type:product
seed-0456,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack für Entwickler|dst:Tencent Cloud
seed-0457,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Tencent Cloud Deal Stack for Builders
seed-0458,cross_locale,locale:de|niche:apex|sample:de-magica-mcp-server|query:find articles in de about apex
seed-0459,single_entity,entity:brand-magica|label:Magica|niche:apex|type:brand
seed-0460,single_entity,entity:pt-magica-mcp-server|label:Construindo Servidores MCP com Magica|niche:apex|type:article
seed-0461,entity_pair,relation:related_to|src:Magica: O Centro de Comando de IA|dst:Magica Official Site
seed-0462,single_entity,entity:de-magica-mcp-server|label:MCP-Server mit Magica erstellen|niche:apex|type:article
seed-0463,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0464,cross_locale,locale:de|niche:apex|sample:de-tencent-cloud-deal-stack-builders|query:find articles in de about apex
seed-0465,single_entity,entity:it-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0466,single_entity,entity:ja-magica-overview|label:Magica: AIコマンドセンター|niche:apex|type:article
seed-0467,single_entity,entity:fr-magica-quickstart|label:Premiers Pas avec Magica|niche:apex|type:article
seed-0468,single_entity,entity:it-magica-quickstart|label:Primi Passi con Magica|niche:apex|type:article
seed-0469,entity_pair,relation:related_to|src:Construyendo Servidores MCP con Magica|dst:Magica
seed-0470,single_entity,entity:pt-magica-quickstart|label:Primeiros Passos com Magica|niche:apex|type:article
seed-0471,entity_pair,relation:related_to|src:Building MCP Servers with Magica|dst:MagicaでMCPサーバーを構築する
seed-0472,single_entity,entity:fr-magica-mcp-server|label:Construire des Serveurs MCP avec Magica|niche:apex|type:article
seed-0473,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack: Cloud Barata para Builders|dst:Tencent Cloud
seed-0474,single_entity,entity:product-tencent-cloud-free-tier|label:Tencent Cloud Free Tier|niche:apex|type:product
seed-0475,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack: Cloud Barata para Builders|dst:Tencent Cloud
seed-0476,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0477,single_entity,entity:es-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack para Creadores|niche:apex|type:article
seed-0478,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Tencent Cloud Deal Stack for Builders
seed-0479,entity_pair,relation:related_to|src:Primi Passi con Magica|dst:Tencent Cloud Deal Stack per Creator
seed-0480,graph_traversal,traversal:Magica → MagicaでMCPサーバーを構築する → Magica|hops:3|nodes:3
seed-0481,entity_pair,relation:related_to|src:MCP-Server mit Magica erstellen|dst:Api
seed-0482,entity_pair,relation:related_to|src:Magica：AI指挥中心|dst:Tencent Cloud Deal Stack for Builders
seed-0483,entity_pair,relation:related_to|src:Magica 快速入门|dst:Magica
seed-0484,cross_locale,locale:de|niche:apex|sample:de-magica-mcp-server|query:find articles in de about apex
seed-0485,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0486,entity_pair,relation:related_to|src:Getting Started with Magica|dst:Erste Schritte mit Magica
seed-0487,cross_locale,locale:zh|niche:apex|sample:zh-magica-mcp-server|query:find articles in zh about apex
seed-0488,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0489,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack: Cloud Barata para Builders|dst:Tencent Cloud
seed-0490,entity_pair,relation:related_to|src:Getting Started with Magica|dst:Magica 入門
seed-0491,single_entity,entity:pt-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack: Cloud Barata para Builders|niche:apex|type:article
seed-0492,single_entity,entity:brand-tencent-cloud|label:Tencent Cloud|niche:apex|type:brand
seed-0493,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0494,cross_locale,locale:fr|niche:apex|sample:fr-magica-quickstart|query:find articles in fr about apex
seed-0495,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack für Entwickler|dst:Tencent Cloud
seed-0496,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0497,single_entity,entity:es-magica-mcp-server|label:Construyendo Servidores MCP con Magica|niche:apex|type:article
seed-0498,single_entity,entity:de-magica-mcp-server|label:MCP-Server mit Magica erstellen|niche:apex|type:article
seed-0499,entity_pair,relation:related_to|src:Construindo Servidores MCP com Magica|dst:Magica Official Site
seed-0500,single_entity,entity:fr-magica-mcp-server|label:Construire des Serveurs MCP avec Magica|niche:apex|type:article
seed-0501,entity_pair,relation:related_to|src:Magica: Das KI-Kommandozentrum|dst:Tencent Cloud Deal Stack für Entwickler
seed-0502,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0503,entity_pair,relation:related_to|src:Getting Started with Magica|dst:Primi Passi con Magica
seed-0504,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0505,single_entity,entity:it-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0506,cross_locale,locale:ja|niche:apex|sample:ja-tencent-cloud-deal-stack-builders|query:find articles in ja about apex
seed-0507,entity_pair,relation:related_to|src:Magica: Il Centro di Comando AI|dst:Productivity
seed-0508,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0509,single_entity,entity:en-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0510,cross_locale,locale:ja|niche:apex|sample:ja-tencent-cloud-deal-stack-builders|query:find articles in ja about apex
seed-0511,single_entity,entity:de-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0512,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0513,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0514,single_entity,entity:category-builders|label:Builders|niche:apex|type:category
seed-0515,single_entity,entity:brand-magica|label:Magica|niche:apex|type:brand
seed-0516,graph_traversal,traversal:Tencent Cloud Deal Stack for Builders → Cloud → Tencent Cloud Deal Stack for Builders|hops:3|nodes:3
seed-0517,single_entity,entity:category-infrastructure|label:Infrastructure|niche:apex|type:category
seed-0518,graph_traversal,traversal:Productivity → Magica：AI指挥中心 → 使用Magica构建MCP服务器 → Construindo Servidores MCP com Magica|hops:4|nodes:4
seed-0519,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0520,single_entity,entity:ja-tencent-cloud-deal-stack-builders|label:ビルダーのためのTencent Cloudディールスタック|niche:apex|type:article
seed-0521,single_entity,entity:es-magica-quickstart|label:Primeros Pasos con Magica|niche:apex|type:article
seed-0522,single_entity,entity:brand-magica|label:Magica|niche:apex|type:brand
seed-0523,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0524,cross_locale,locale:it|niche:apex|sample:it-magica-quickstart|query:find articles in it about apex
seed-0525,single_entity,entity:it-magica-overview|label:Magica: Il Centro di Comando AI|niche:apex|type:article
seed-0526,entity_pair,relation:related_to|src:Magica: The AI Command Center|dst:Ai Platform
seed-0527,entity_pair,relation:related_to|src:Building MCP Servers with Magica|dst:Magica Official Site
seed-0528,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0529,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0530,single_entity,entity:en-magica-overview|label:Magica: The AI Command Center|niche:apex|type:article
seed-0531,single_entity,entity:brand-mcp|label:MCP|niche:apex|type:brand
seed-0532,single_entity,entity:es-magica-overview|label:Magica: El Centro de Comando de IA|niche:apex|type:article
seed-0533,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0534,graph_traversal,traversal:Magica: Le Centre de Commandement IA → Magica: Das KI-Kommandozentrum → MCP-Server mit Magica erstellen → Mcp|hops:4|nodes:4
seed-0535,single_entity,entity:ja-magica-quickstart|label:Magica 入門|niche:apex|type:article
seed-0536,entity_pair,relation:related_to|src:Building MCP Servers with Magica|dst:Magica
seed-0537,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0538,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Tencent Cloud Promotions
seed-0539,graph_traversal,traversal:ビルダーのためのTencent Cloudディールスタック → Tencent Cloud Deal Stack for Builders → Tencent Cloud → Tencent Cloud Deal Stack: Cloud Barata para Builders|hops:4|nodes:4
seed-0540,single_entity,entity:product-tencent-cloud-free-tier|label:Tencent Cloud Free Tier|niche:apex|type:product
seed-0541,entity_pair,relation:related_to|src:Erste Schritte mit Magica|dst:Ai Workflows
seed-0542,graph_traversal,traversal:MCP → Construindo Servidores MCP com Magica → Mcp|hops:3|nodes:3
seed-0543,graph_traversal,traversal:Tencent Cloud Deal Stack pour Builders → Tencent Cloud Promotions → 面向开发者的腾讯云交易堆栈 → Tencent Cloud|hops:4|nodes:4
seed-0544,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0545,single_entity,entity:ja-magica-quickstart|label:Magica 入門|niche:apex|type:article
seed-0546,entity_pair,relation:related_to|src:Magica: El Centro de Comando de IA|dst:Magica
seed-0547,graph_traversal,traversal:Building MCP Servers with Magica → Construire des Serveurs MCP avec Magica → Construindo Servidores MCP com Magica|hops:3|nodes:3
seed-0548,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0549,cross_locale,locale:pt|niche:apex|sample:pt-magica-quickstart|query:find articles in pt about apex
seed-0550,cross_locale,locale:es|niche:apex|sample:es-tencent-cloud-deal-stack-builders|query:find articles in es about apex
seed-0551,single_entity,entity:category-development|label:Development|niche:apex|type:category
seed-0552,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0553,single_entity,entity:product-tencent-cloud-promotions|label:Tencent Cloud Promotions|niche:apex|type:product
seed-0554,single_entity,entity:product-magica-official-site|label:Magica Official Site|niche:apex|type:product
